id	class	method	parent	size	flags	nullable	visibility	non-primitive-return	uri
1	jadx.core.export.ApplicationParams	ApplicationParams(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String)	0	5	[false, false, false, false, false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
2	jadx.core.export.ApplicationParams	getApplicationName()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
3	jadx.core.export.ApplicationParams	getMinSdkVersion()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
4	jadx.core.export.ApplicationParams	getTargetSdkVersion()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
5	jadx.core.export.ApplicationParams	getVersionCode()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
6	jadx.core.export.ApplicationParams	getVersionName()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ApplicationParams.java
7	jadx.core.export.ExportGradleProject	ExportGradleProject(jadx.core.dex.nodes.RootNode,java.io.File,jadx.api.ResourceFile,jadx.core.xmlgen.ResContainer)	0	4	[false, false, false, false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
8	jadx.core.export.ExportGradleProject	init()	0	0	[]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
9	jadx.core.export.ExportGradleProject	saveProjectBuildGradle()	0	0	[]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
10	jadx.core.export.ExportGradleProject	saveSettingsGradle()	0	0	[]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
11	jadx.core.export.ExportGradleProject	saveApplicationBuildGradle()	0	0	[]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
12	jadx.core.export.ExportGradleProject	skipGeneratedClasses()	0	0	[]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
13	jadx.core.export.ExportGradleProject	getApplicationParams(org.w3c.dom.Document,org.w3c.dom.Document)	0	2	[false, false]	false	private	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
14	jadx.core.export.ExportGradleProject	parseXml(java.lang.String)	0	1	[false]	false	private	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
15	jadx.core.export.ExportGradleProject	parseAppStrings(jadx.core.xmlgen.ResContainer)	0	1	[false]	false	private	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
16	jadx.core.export.ExportGradleProject	parseAndroidManifest(jadx.api.ResourceFile)	0	1	[false]	false	private	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
17	jadx.core.export.ExportGradleProject	getSrcOutDir()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
18	jadx.core.export.ExportGradleProject	getResOutDir()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/export/ExportGradleProject.java
19	jadx.core.dex.nodes.RootNode	RootNode(jadx.api.JadxArgs)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
20	jadx.core.dex.nodes.RootNode	loadClasses(java.util.List<jadx.api.plugins.input.data.ILoadResult>)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
21	jadx.core.dex.nodes.RootNode	addDummyClass(jadx.api.plugins.input.data.IClassData,java.lang.Exception)	0	2	[false, false]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
22	jadx.core.dex.nodes.RootNode	markDuplicatedClasses(java.util.List<jadx.core.dex.nodes.ClassNode>)	0	1	[false]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
23	jadx.core.dex.nodes.RootNode	addClassNode(jadx.core.dex.nodes.ClassNode)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
24	jadx.core.dex.nodes.RootNode	loadResources(java.util.List<jadx.api.ResourceFile>)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
25	jadx.core.dex.nodes.RootNode	getResourceFile(java.util.List<jadx.api.ResourceFile>)	0	1	[false]	true	private	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
26	jadx.core.dex.nodes.RootNode	processResources(jadx.core.xmlgen.ResourceStorage)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
27	jadx.core.dex.nodes.RootNode	initClassPath()	0	0	[]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
28	jadx.core.dex.nodes.RootNode	updateObfuscatedFiles(jadx.core.xmlgen.IResParser,java.util.List<jadx.api.ResourceFile>)	0	2	[false, false]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
29	jadx.core.dex.nodes.RootNode	initInnerClasses()	0	0	[]	false	private	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
30	jadx.core.dex.nodes.RootNode	runPreDecompileStage()	0	0	[]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
31	jadx.core.dex.nodes.RootNode	runPreDecompileStageForClass(jadx.core.dex.nodes.ClassNode)	0	1	[false]	false	public	false	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
32	jadx.core.dex.nodes.RootNode	getClasses()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
33	jadx.core.dex.nodes.RootNode	getClassesWithoutInner()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
34	jadx.core.dex.nodes.RootNode	getClasses(boolean)	0	1	[false]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
35	jadx.core.dex.nodes.RootNode	resolveClass(@org.jetbrains.annotations.Nullable jadx.core.dex.info.ClassInfo)	0	1	[true]	true	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
36	jadx.core.dex.nodes.RootNode	resolveClass(@org.jetbrains.annotations.Nullable jadx.core.dex.instructions.args.ArgType)	0	1	[true]	true	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
37	jadx.core.dex.nodes.RootNode	resolveClass(java.lang.String)	0	1	[false]	true	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
38	jadx.core.dex.nodes.RootNode	searchClassByFullAlias(java.lang.String)	0	1	[false]	true	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
39	jadx.core.dex.nodes.RootNode	buildFullAliasClassCache()	0	0	[]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
40	jadx.core.dex.nodes.RootNode	searchClassByShortName(java.lang.String)	0	1	[false]	false	public	true	file:///home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
