message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path
DEREFERENCE_NULLABLE	dereferenced expression clsType is @Nullable	jadx.core.dex.nodes.RootNode	resolveClass(@org.jetbrains.annotations.Nullable jadx.core.dex.instructions.args.ArgType)	10415	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	jadx.core.dex.nodes.RootNode	getClsp()	14954	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java	METHOD	jadx.core.dex.nodes.RootNode	getClsp()	null	null	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/dex/nodes/RootNode.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field namedValues (line 17) is initialized along all control-flow paths (remember to check for exceptions or early returns).	jadx.core.xmlgen.entry.ResourceEntry	ResourceEntry(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	429	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/entry/ResourceEntry.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field namedValues (line 11) is initialized along all control-flow paths (remember to check for exceptions or early returns).	jadx.core.xmlgen.entry.ProtoValue	ProtoValue(java.lang.String)	280	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/entry/ProtoValue.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field namedValues (line 11) is initialized along all control-flow paths (remember to check for exceptions or early returns).	jadx.core.xmlgen.entry.ProtoValue	ProtoValue()	351	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/entry/ProtoValue.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields nsMap (line 44), nsMapGenerated (line 45), writer (line 48), strings (line 49), valuesParser (line 52), resourceIds (line 56) are initialized along all control-flow paths (remember to check for exceptions or early returns).	jadx.core.xmlgen.BinaryXMLParser	BinaryXMLParser(jadx.core.dex.nodes.RootNode)	1819	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/BinaryXMLParser.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	jadx.core.xmlgen.BinaryXMLParser	parse(java.io.InputStream)	2512	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/BinaryXMLParser.java	FIELD	jadx.core.xmlgen.BinaryXMLParser	null	nsMap	null	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/BinaryXMLParser.java
PASS_NULLABLE	passing @Nullable parameter 'str' where @NonNull is required	jadx.core.xmlgen.BinaryXMLParser	decodeAttribute(int,int,int,java.lang.String,java.lang.String)	11944	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/BinaryXMLParser.java	PARAMETER	jadx.core.xmlgen.BinaryXMLParser	deobfClassName(java.lang.String)	className	0	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/BinaryXMLParser.java
FIELD_NO_INIT	@NonNull field is not initialized	jadx.core.xmlgen.CommonBinaryParser	is	175	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/CommonBinaryParser.java	FIELD	jadx.core.xmlgen.CommonBinaryParser	null	is	null	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/CommonBinaryParser.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields nsMap (line 23), writer (line 26) are initialized along all control-flow paths (remember to check for exceptions or early returns).	jadx.core.xmlgen.ProtoXMLParser	ProtoXMLParser(jadx.core.dex.nodes.RootNode)	856	/home/nima/Desktop/docker/benchmarks/jadx/jadx-core/src/main/java/jadx/core/xmlgen/ProtoXMLParser.java	null	null	null	null	null	null
